,precision,recall,f1-score,support
Post-30s,0.7340326340326341,0.6890590809628009,0.7108352144469526,9140.0
Pre-30s,0.7532343492228879,0.7917313133156886,0.7720032037020557,10957.0
accuracy,0.7450365726227796,0.7450365726227796,0.7450365726227796,0.7450365726227796
macro avg,0.7436334916277609,0.7403951971392447,0.7414192090745042,20097.0
weighted avg,0.7445015196045905,0.7450365726227796,0.7441843540333667,20097.0
